Unnamed: 0,filename,valence,arousal,prob. anger,prob. disgust,prob. fear,prob. joy,prob. sadness,prob. surprise,prob. neutral,valence_scaled,arousal_scaled,label
806,sadness/135.jpg,3.8,4.8,0.0,0.0333333,0.0333333,0.2,0.4,0.1,0.233333,-0.28,-0.0133333333333334,sadness
1914,disgust/320.jpg,3.6,4.6,0.0333333,0.233333,0.0333333,0.0,0.266667,0.1,0.333333,-0.3333333333333333,-0.0666666666666667,disgust
1711,fear/286.jpg,2.0,4.9,0.0333333,0.1,0.633333,0.0666667,0.0,0.0666667,0.1,-0.76,0.0133333333333334,fear
661,surprise/110.jpg,5.8,5.2,0.0,0.0,0.0666667,0.433333,0.0333333,0.3,0.166667,0.2533333333333332,0.0933333333333332,surprise
1156,disgust/193.jpg,6.1,5.0,0.0,0.266667,0.0,0.366667,0.0,0.0333333,0.333333,0.3333333333333332,0.04,disgust
1297,anger/217.jpg,5.1,4.2,0.0,0.0666667,0.166667,0.3,0.1,0.1,0.266667,0.0666666666666666,-0.1733333333333333,anger
1687,joy/281.jpg,6.6,3.7,0.0,0.0666667,0.0,0.566667,0.0,0.0666667,0.3,0.4666666666666665,-0.3066666666666666,joy
1932,anger/323.jpg,4.9,5.0,0.0,0.0666667,0.5,0.133333,0.0666667,0.166667,0.0666667,0.0133333333333334,0.04,anger
1201,joy/201.jpg,5.5,5.2,0.0,0.0333333,0.0,0.533333,0.133333,0.0666667,0.233333,0.1733333333333333,0.0933333333333332,joy
193,disgust/33.jpg,3.4,4.1,0.0555556,0.322222,0.0888889,0.0,0.177778,0.288889,0.0666667,-0.3866666666666667,-0.2,disgust
395,surprise/66.jpg,6.8,6.5,0.166667,0.0,0.1,0.455556,0.0,0.255556,0.0222222,0.5199999999999998,0.4400000000000001,surprise
1352,joy/226.jpg,6.7,4.4,0.0,0.0,0.0,0.466667,0.0,0.2,0.333333,0.4933333333333332,-0.1199999999999998,joy
1974,anger/330.jpg,4.8,6.5,0.288889,0.0,0.322222,0.0555556,0.0666667,0.177778,0.0888889,-0.0133333333333334,0.4400000000000001,anger
90,disgust/16.jpg,2.4,5.3,0.0333333,0.488889,0.188889,0.0,0.288889,0.0,0.0,-0.6533333333333333,0.1199999999999998,disgust
304,sadness/51.jpg,5.1,5.0,0.0,0.0555556,0.255556,0.0666667,0.388889,0.1,0.133333,0.0666666666666666,0.04,sadness
545,disgust/91.jpg,4.7,4.5,0.0555556,0.0222222,0.0,0.233333,0.0888889,0.0666667,0.533333,-0.0399999999999999,-0.0933333333333333,disgust
404,fear/68.jpg,4.4,4.3,0.0666667,0.133333,0.2,0.0333333,0.0,0.1,0.466667,-0.1199999999999998,-0.1466666666666667,fear
1266,disgust/211.jpg,4.0,5.0,0.0666667,0.266667,0.2,0.0666667,0.133333,0.133333,0.133333,-0.2266666666666666,0.04,disgust
346,disgust/59.jpg,3.3,4.4,0.0333333,0.566667,0.133333,0.0,0.0666667,0.0,0.2,-0.4133333333333334,-0.1199999999999998,disgust
634,joy/106.jpg,6.5,5.0,0.0,0.0,0.0,0.5,0.0,0.266667,0.233333,0.4400000000000001,0.04,joy
1171,disgust/196.jpg,2.8,4.4,0.116667,0.427778,0.0833333,0.0222222,0.0833333,0.0555556,0.211111,-0.5466666666666667,-0.1199999999999998,disgust
1126,fear/189.jpg,3.6,5.4,0.133333,0.0666667,0.366667,0.166667,0.0666667,0.0666667,0.133333,-0.3333333333333333,0.1466666666666669,fear
1224,disgust/205.jpg,2.9,5.0,0.1,0.366667,0.333333,0.0,0.0666667,0.0,0.133333,-0.52,0.04,disgust
312,disgust/53.jpg,2.3,5.0,0.0166667,0.272222,0.472222,0.0,0.138889,0.0333333,0.0666667,-0.68,0.04,disgust
968,surprise/162.jpg,5.4,6.8,0.0,0.0,0.133333,0.2,0.0666667,0.3,0.3,0.1466666666666669,0.5199999999999998,surprise
1652,disgust/276.jpg,4.1,4.9,0.0,0.5,0.0333333,0.0333333,0.1,0.0333333,0.3,-0.2,0.0133333333333334,disgust
858,joy/143.jpg,7.0,4.8,0.0,0.0666667,0.0,0.566667,0.0,0.1,0.266667,0.5733333333333335,-0.0133333333333334,joy
1772,disgust/296.jpg,2.0,5.8,0.0,0.388889,0.388889,0.0,0.155556,0.0,0.0666667,-0.76,0.2533333333333332,disgust
1962,disgust/328.jpg,4.3,4.9,0.133333,0.233333,0.2,0.2,0.0666667,0.0,0.166667,-0.1466666666666667,0.0133333333333334,disgust
291,anger/49.jpg,5.9,4.6,0.0,0.0,0.1,0.0666667,0.0333333,0.266667,0.533333,0.2800000000000002,-0.0666666666666667,anger
675,surprise/113.jpg,7.4,6.4,0.0333333,0.0,0.0,0.7,0.0,0.2,0.0666667,0.6800000000000002,0.4133333333333335,surprise
1248,anger/208.jpg,6.3,5.0,0.0,0.0,0.0666667,0.333333,0.0666667,0.266667,0.266667,0.3866666666666665,0.04,anger
1179,surprise/197.jpg,6.2,4.6,0.0666667,0.0,0.0333333,0.266667,0.2,0.0666667,0.366667,0.3599999999999999,-0.0666666666666667,surprise
306,disgust/52.jpg,4.2,5.0,0.0333333,0.533333,0.1,0.0,0.0,0.0,0.333333,-0.1733333333333333,0.04,disgust
809,disgust/135.jpg,3.3,5.6,0.0,0.5,0.0666667,0.0,0.2,0.0333333,0.2,-0.4133333333333334,0.1999999999999999,disgust
1214,fear/203.jpg,4.9,4.8,0.0,0.233333,0.255556,0.0222222,0.0,0.0888889,0.4,0.0133333333333334,-0.0133333333333334,fear
1927,surprise/322.jpg,7.9,3.9,0.0,0.0,0.0,0.266667,0.0666667,0.233333,0.433333,0.8133333333333335,-0.2533333333333334,surprise
970,anger/162.jpg,6.5,4.1,0.0,0.0,0.0,0.422222,0.0666667,0.222222,0.288889,0.4400000000000001,-0.2,anger
227,sadness/38.jpg,8.0,4.3,0.0,0.0,0.0,0.766667,0.1,0.0666667,0.0666667,0.8400000000000001,-0.1466666666666667,sadness
624,disgust/105.jpg,2.7,4.9,0.0666667,0.5,0.244444,0.0,0.1,0.0,0.0888889,-0.5733333333333333,0.0133333333333334,disgust
877,joy/146.jpg,7.5,5.1,0.0,0.0,0.0,0.633333,0.0,0.233333,0.133333,0.7066666666666668,0.0666666666666666,joy
315,joy/53.jpg,7.3,6.1,0.0,0.0,0.0,0.4,0.133333,0.366667,0.1,0.6533333333333331,0.3333333333333332,joy
146,disgust/25.jpg,2.2,6.1,0.0833333,0.55,0.166667,0.0,0.15,0.0333333,0.0166667,-0.7066666666666667,0.3333333333333332,disgust
1533,disgust/256.jpg,3.3,4.8,0.0555556,0.488889,0.133333,0.0,0.133333,0.0555556,0.133333,-0.4133333333333334,-0.0133333333333334,disgust
1484,disgust/248.jpg,2.2,3.8,0.0,0.466667,0.266667,0.0,0.0666667,0.0,0.2,-0.7066666666666667,-0.28,disgust
42,anger/8.jpg,2.3,4.8,0.0888889,0.388889,0.0555556,0.0,0.366667,0.0,0.1,-0.68,-0.0133333333333334,anger
1398,joy/233.jpg,5.6,3.9,0.0,0.0,0.0666667,0.355556,0.255556,0.0222222,0.3,0.1999999999999999,-0.2533333333333334,joy
1158,surprise/193.jpg,8.3,4.7,0.0,0.0,0.0,0.666667,0.0666667,0.133333,0.133333,0.9200000000000004,-0.0399999999999999,surprise
523,fear/88.jpg,5.5,5.0,0.0,0.0,0.1,0.0666667,0.133333,0.133333,0.566667,0.1733333333333333,0.04,fear
245,fear/42.jpg,3.7,5.0,0.166667,0.0333333,0.722222,0.0,0.0555556,0.0222222,0.0,-0.3066666666666666,0.04,fear
1617,fear/270.jpg,5.2,6.2,0.0,0.0,0.533333,0.0,0.0666667,0.2,0.2,0.0933333333333332,0.3599999999999999,fear
406,joy/68.jpg,7.2,6.3,0.0,0.0,0.0,0.655556,0.0666667,0.122222,0.155556,0.6266666666666665,0.3866666666666665,joy
114,disgust/20.jpg,2.8,4.4,0.0666667,0.5,0.2,0.0,0.0666667,0.0,0.166667,-0.5466666666666667,-0.1199999999999998,disgust
1064,disgust/178.jpg,4.1,5.0,0.0,0.366667,0.0666667,0.233333,0.0333333,0.0333333,0.266667,-0.2,0.04,disgust
817,anger/137.jpg,7.1,6.2,0.0,0.0,0.0,0.4,0.0,0.333333,0.266667,0.6000000000000001,0.3599999999999999,anger
1292,fear/216.jpg,3.4,5.3,0.0333333,0.0,0.2,0.0,0.7,0.0,0.0666667,-0.3866666666666667,0.1199999999999998,fear
779,disgust/131.jpg,4.6,5.8,0.0333333,0.222222,0.155556,0.0666667,0.0666667,0.155556,0.3,-0.0666666666666667,0.2533333333333332,disgust
275,fear/47.jpg,4.2,4.9,0.0666667,0.0,0.4,0.133333,0.1,0.133333,0.166667,-0.1733333333333333,0.0133333333333334,fear
260,anger/44.jpg,3.3,4.4,0.0,0.4,0.0666667,0.0666667,0.133333,0.0,0.333333,-0.4133333333333334,-0.1199999999999998,anger
1806,joy/301.jpg,6.4,4.9,0.0,0.0,0.0,0.266667,0.0666667,0.2,0.466667,0.4133333333333335,0.0133333333333334,joy
734,fear/123.jpg,4.4,5.1,0.1,0.1,0.1,0.0,0.3,0.133333,0.266667,-0.1199999999999998,0.0666666666666666,fear
8,fear/2.jpg,4.6,3.8,0.0222222,0.0888889,0.0666667,0.0888889,0.0666667,0.2,0.466667,-0.0666666666666667,-0.28,fear
1065,fear/178.jpg,4.3,4.7,0.0,0.166667,0.722222,0.0666667,0.0222222,0.0222222,0.0,-0.1466666666666667,-0.0399999999999999,fear
1973,surprise/330.jpg,7.5,5.1,0.0,0.0,0.0,0.566667,0.0,0.333333,0.1,0.7066666666666668,0.0666666666666666,surprise
1213,anger/203.jpg,3.1,4.4,0.0333333,0.366667,0.0,0.0,0.233333,0.133333,0.233333,-0.4666666666666667,-0.1199999999999998,anger
1431,anger/240.jpg,8.4,6.1,0.0,0.0,0.0,0.6,0.0333333,0.233333,0.133333,0.9466666666666668,0.3333333333333332,anger
1697,anger/283.jpg,3.4,5.1,0.0777778,0.166667,0.211111,0.0666667,0.277778,0.0,0.2,-0.3866666666666667,0.0666666666666666,anger
202,disgust/35.jpg,1.7,6.0,0.166667,0.666667,0.0,0.0,0.0333333,0.0,0.133333,-0.8400000000000001,0.3066666666666668,disgust
1628,disgust/272.jpg,3.3,5.1,0.122222,0.233333,0.122222,0.133333,0.155556,0.0,0.233333,-0.4133333333333334,0.0666666666666666,disgust
630,disgust/106.jpg,3.6,4.6,0.0,0.466667,0.133333,0.0666667,0.0,0.0333333,0.3,-0.3333333333333333,-0.0666666666666667,disgust
321,anger/54.jpg,1.6,4.9,0.222222,0.0222222,0.266667,0.0,0.255556,0.2,0.0333333,-0.8666666666666667,0.0133333333333334,anger
1605,anger/269.jpg,3.4,5.3,0.155556,0.1,0.488889,0.0666667,0.166667,0.0222222,0.0,-0.3866666666666667,0.1199999999999998,anger
106,joy/18.jpg,6.3,5.9,0.0333333,0.0333333,0.133333,0.266667,0.0,0.3,0.233333,0.3866666666666665,0.2800000000000002,joy
944,fear/158.jpg,4.3,5.2,0.0888889,0.133333,0.277778,0.0,0.144444,0.0888889,0.266667,-0.1466666666666667,0.0933333333333332,fear
1404,anger/235.jpg,2.1,5.8,0.3,0.166667,0.466667,0.0,0.0,0.0333333,0.0333333,-0.7333333333333334,0.2533333333333332,anger
1873,joy/313.jpg,7.4,3.9,0.0,0.0,0.0,0.588889,0.0,0.155556,0.255556,0.6800000000000002,-0.2533333333333334,joy
1936,disgust/324.jpg,4.7,4.8,0.0666667,0.133333,0.0666667,0.0,0.0,0.133333,0.6,-0.0399999999999999,-0.0133333333333334,disgust
1329,joy/222.jpg,7.4,5.1,0.0,0.0,0.0,0.633333,0.0,0.233333,0.133333,0.6800000000000002,0.0666666666666666,joy
279,anger/48.jpg,6.7,6.6,0.0,0.0333333,0.233333,0.466667,0.0,0.2,0.0666667,0.4933333333333332,0.4666666666666665,anger
1836,fear/307.jpg,4.6,4.9,0.0222222,0.0,0.155556,0.1,0.2,0.0888889,0.433333,-0.0666666666666667,0.0133333333333334,fear
1482,anger/248.jpg,6.3,4.6,0.0,0.0,0.0,0.3,0.0,0.333333,0.366667,0.3866666666666665,-0.0666666666666667,anger
1967,anger/328.jpg,6.0,6.0,0.0,0.0,0.166667,0.2,0.0666667,0.166667,0.4,0.3066666666666668,0.3066666666666668,anger
765,surprise/128.jpg,1.8,4.7,0.0,0.266667,0.3,0.0333333,0.233333,0.133333,0.0333333,-0.8133333333333334,-0.0399999999999999,surprise
1082,disgust/181.jpg,2.5,4.7,0.0666667,0.566667,0.0,0.0,0.133333,0.0,0.233333,-0.6266666666666667,-0.0399999999999999,disgust
956,anger/160.jpg,3.5,4.7,0.0,0.0666667,0.4,0.0,0.266667,0.0,0.266667,-0.36,-0.0399999999999999,anger
50,sadness/9.jpg,2.3,4.0,0.0,0.1,0.133333,0.0,0.633333,0.0666667,0.0666667,-0.68,-0.2266666666666666,sadness
1316,disgust/220.jpg,3.0,3.5,0.0,0.633333,0.0,0.0666667,0.0666667,0.0,0.233333,-0.4933333333333334,-0.36,disgust
695,joy/116.jpg,8.1,5.2,0.0,0.0,0.0,0.6,0.0,0.2,0.2,0.8666666666666667,0.0933333333333332,joy
875,anger/147.jpg,5.4,6.2,0.1,0.0,0.233333,0.166667,0.1,0.333333,0.0666667,0.1466666666666669,0.3599999999999999,anger
542,surprise/91.jpg,7.5,3.7,0.0,0.0333333,0.0666667,0.733333,0.0,0.0333333,0.133333,0.7066666666666668,-0.3066666666666666,surprise
328,sadness/55.jpg,6.0,4.3,0.0,0.0,0.0,0.1,0.2,0.166667,0.533333,0.3066666666666668,-0.1466666666666667,sadness
494,disgust/83.jpg,2.1,4.9,0.1,0.7,0.2,0.0,0.0,0.0,0.0,-0.7333333333333334,0.0133333333333334,disgust
830,fear/139.jpg,5.2,5.1,0.0,0.0666667,0.333333,0.2,0.0,0.2,0.2,0.0933333333333332,0.0666666666666666,fear
1774,surprise/297.jpg,7.3,3.9,0.0,0.0,0.0,0.6,0.0333333,0.2,0.166667,0.6533333333333331,-0.2533333333333334,surprise
14,joy/2.jpg,7.7,3.9,0.0,0.0,0.0,0.622222,0.0,0.188889,0.188889,0.76,-0.2533333333333334,joy
1679,fear/281.jpg,6.3,5.9,0.0,0.0,0.0333333,0.233333,0.0333333,0.4,0.3,0.3866666666666665,0.2800000000000002,fear
0,disgust/1.jpg,2.5,3.8,0.133333,0.7,0.0,0.0666667,0.1,0.0,0.0,-0.6266666666666667,-0.28,disgust
1791,joy/299.jpg,7.9,5.9,0.0,0.0,0.0666667,0.633333,0.0,0.133333,0.166667,0.8133333333333335,0.2800000000000002,joy
1098,joy/184.jpg,6.1,4.7,0.0666667,0.0,0.0,0.333333,0.0666667,0.0333333,0.5,0.3333333333333332,-0.0399999999999999,joy
839,anger/141.jpg,4.7,5.2,0.0,0.0555556,0.222222,0.155556,0.177778,0.0444444,0.344444,-0.0399999999999999,0.0933333333333332,anger
454,disgust/76.jpg,3.9,5.5,0.0666667,0.4,0.2,0.0,0.0666667,0.0666667,0.2,-0.2533333333333334,0.1733333333333333,disgust
1029,joy/172.jpg,7.9,4.9,0.0,0.0,0.0,0.622222,0.0,0.122222,0.255556,0.8133333333333335,0.0133333333333334,joy
1784,disgust/299.jpg,3.8,3.2,0.0166667,0.15,0.105556,0.0333333,0.338889,0.188889,0.166667,-0.28,-0.4399999999999999,disgust
1585,anger/265.jpg,4.7,4.8,0.0,0.133333,0.233333,0.0666667,0.2,0.133333,0.233333,-0.0399999999999999,-0.0133333333333334,anger
380,fear/64.jpg,4.7,3.9,0.0,0.133333,0.2,0.233333,0.133333,0.1,0.2,-0.0399999999999999,-0.2533333333333334,fear
1400,surprise/234.jpg,7.1,4.1,0.0,0.0,0.133333,0.422222,0.1,0.188889,0.155556,0.6000000000000001,-0.2,surprise
84,joy/14.jpg,6.6,4.3,0.0,0.166667,0.0,0.266667,0.0,0.233333,0.333333,0.4666666666666665,-0.1466666666666667,joy
1860,disgust/311.jpg,3.8,4.8,0.0333333,0.5,0.266667,0.0666667,0.0,0.0666667,0.0666667,-0.28,-0.0133333333333334,disgust
1106,disgust/185.jpg,6.3,6.4,0.0333333,0.166667,0.0,0.322222,0.0,0.155556,0.322222,0.3866666666666665,0.4133333333333335,disgust
1307,disgust/219.jpg,3.5,4.9,0.0333333,0.5,0.166667,0.0,0.0333333,0.0333333,0.233333,-0.36,0.0133333333333334,disgust
326,joy/55.jpg,7.8,5.6,0.0,0.0,0.0,0.633333,0.0,0.166667,0.2,0.7866666666666664,0.1999999999999999,joy
1616,disgust/270.jpg,3.7,4.8,0.0,0.533333,0.0222222,0.0888889,0.0888889,0.0222222,0.244444,-0.3066666666666666,-0.0133333333333334,disgust
421,anger/71.jpg,5.8,4.9,0.0,0.0222222,0.122222,0.166667,0.0888889,0.211111,0.388889,0.2533333333333332,0.0133333333333334,anger
1415,surprise/237.jpg,5.0,5.1,0.0222222,0.166667,0.255556,0.0,0.0222222,0.2,0.333333,0.04,0.0666666666666666,surprise
366,surprise/61.jpg,6.8,4.7,0.0,0.0333333,0.0666667,0.477778,0.0222222,0.288889,0.111111,0.5199999999999998,-0.0399999999999999,surprise
1188,joy/199.jpg,6.2,4.0,0.0,0.0,0.0,0.233333,0.0666667,0.0666667,0.633333,0.3599999999999999,-0.2266666666666666,joy
338,joy/57.jpg,7.6,6.0,0.0,0.0666667,0.0,0.566667,0.0,0.266667,0.1,0.7333333333333334,0.3066666666666668,joy
1441,fear/241.jpg,1.5,4.3,0.122222,0.0666667,0.555556,0.0,0.188889,0.0,0.0666667,-0.8933333333333333,-0.1466666666666667,fear
1757,anger/294.jpg,6.8,2.2,0.0666667,0.166667,0.0666667,0.266667,0.0666667,0.0,0.366667,0.5199999999999998,-0.7066666666666667,anger
1824,disgust/305.jpg,3.2,4.0,0.188889,0.488889,0.0666667,0.0333333,0.0333333,0.0222222,0.166667,-0.4399999999999999,-0.2266666666666666,disgust
248,disgust/42.jpg,2.3,4.7,0.0,0.655556,0.0222222,0.0333333,0.255556,0.0333333,0.0,-0.68,-0.0399999999999999,disgust
1165,surprise/195.jpg,7.0,6.8,0.0,0.0,0.0,0.488889,0.0666667,0.222222,0.222222,0.5733333333333335,0.5199999999999998,surprise
1499,disgust/250.jpg,5.8,4.3,0.0666667,0.0,0.0,0.233333,0.0666667,0.0666667,0.566667,0.2533333333333332,-0.1466666666666667,disgust
718,surprise/120.jpg,7.6,6.6,0.0,0.0,0.0,0.566667,0.0,0.266667,0.166667,0.7333333333333334,0.4666666666666665,surprise
941,joy/157.jpg,6.3,5.5,0.0,0.0,0.0,0.366667,0.0666667,0.233333,0.333333,0.3866666666666665,0.1733333333333333,joy
820,sadness/137.jpg,6.2,4.6,0.0,0.0,0.0,0.333333,0.266667,0.2,0.2,0.3599999999999999,-0.0666666666666667,sadness
1722,surprise/288.jpg,5.0,5.7,0.0,0.0666667,0.433333,0.133333,0.133333,0.0666667,0.166667,0.04,0.2266666666666665,surprise
1046,fear/175.jpg,2.7,6.2,0.0,0.155556,0.611111,0.0222222,0.133333,0.0444444,0.0333333,-0.5733333333333333,0.3599999999999999,fear
1317,fear/220.jpg,3.6,4.4,0.0,0.0,0.533333,0.166667,0.0666667,0.0333333,0.2,-0.3333333333333333,-0.1199999999999998,fear
208,surprise/35.jpg,6.7,5.2,0.0,0.0,0.1,0.433333,0.0,0.233333,0.233333,0.4933333333333332,0.0933333333333332,surprise
650,fear/109.jpg,4.1,4.8,0.0666667,0.0,0.0666667,0.0333333,0.533333,0.1,0.2,-0.2,-0.0133333333333334,fear
273,disgust/47.jpg,2.0,4.0,0.0222222,0.322222,0.433333,0.0,0.0888889,0.0,0.133333,-0.76,-0.2266666666666666,disgust
717,anger/120.jpg,7.1,5.2,0.0,0.0,0.0,0.333333,0.133333,0.2,0.333333,0.6000000000000001,0.0933333333333332,anger
1464,anger/244.jpg,6.9,5.5,0.0666667,0.0,0.1,0.366667,0.0,0.266667,0.2,0.5466666666666669,0.1733333333333333,anger
